sep=,
"Nome","Saldo atual","Conta","Transferências","Descrição","Beneficiário","Categoria","Data","Tempo","Valor","Câmbio","Número do cheque","Saldo"
"","","VISA","BB CORRENTE","Pagamento VISA","","","13/10/2020","09:51","7.413,08","BRL","","-4.178,62"
"","","VISA","","3-3 BEEP VACINA","","Bebê","13/10/2020","09:25","-178,60","BRL","","-11.591,70"
"","","VISA","","IFOOD*BR               JUNDIAI       BR","","Compras > Jantares/Comida fora","12/10/2020","19:34","-43,79","BRL","","-11.413,10"
"","","VISA","","Eduzz Amyr Klink","","Aprendizado Pessoal","12/10/2020","10:59","-97,00","BRL","","-11.369,31"
"","","VISA","","IFOOD*BR               JUNDIAI       BR","","Compras > Jantares/Comida fora","11/10/2020","17:16","-100,40","BRL","","-11.272,31"
"","","VISA","","GANASH  PAES E CONF    BRASILIA      BR","","Compras > Panificadora","11/10/2020","10:43","-21,40","BRL","","-11.171,91"
"","","VISA","","2-2 Bebezão Canguru","","Bebê","11/10/2020","09:42","-184,50","BRL","","-11.150,51"
"","","VISA","","LA BELLA BISTRO        Brasilia      BR","","Compras > Jantares/Comida fora","10/10/2020","19:23","-6,00","BRL","","-10.966,01"
"","","VISA","","LA BELLA BISTRO        Brasilia      BR","","Compras > Jantares/Comida fora","10/10/2020","19:22","-60,00","BRL","","-10.960,01"
"","","VISA","","3-5 Cruzeiro Turma Joao Paulo","","Viagem","10/10/2020","09:26","-170,43","BRL","","-10.900,01"
"","","VISA","","IFOOD*BR               JUNDIAI       BR","","Compras > Jantares/Comida fora","08/10/2020","11:02","-47,00","BRL","","-10.729,58"
"","","VISA","","6-10 Amazon Carrinho Bebê","","Bebê","08/10/2020","09:28","-167,86","BRL","","-10.682,58"
"","","VISA","","POSTO COMBUSTIVEL","","Automóvel > Gasolina/Combustível","07/10/2020","12:52","-70,00","BRL","","-10.514,72"
"","","VISA","","Bio Mundo","","Compras > Mercado","07/10/2020","12:44","-61,02","BRL","","-10.444,72"
"","","VISA","","Drogaria Rosario","","Cuidados com a Saúde > Drogaria","07/10/2020","08:25","-22,99","BRL","","-10.383,70"
"","","VISA","","Drogafugi","","Cuidados com a Saúde > Drogaria","07/10/2020","08:18","-213,95","BRL","","-10.360,71"
"","","VISA","","BEEP VACINA","","Bebê","06/10/2020","08:52","-535,80","BRL","","-10.146,76"
"","","VISA","","11/12 TRAVEL BEZ","Cruzeiro Da Turma","Viagem","05/10/2020","09:50","-430,35","BRL","","-9.610,96"
"","","VISA","","2-4 LEROY MERLIN","","Habitação > Manutenção","05/10/2020","09:37","-104,99","BRL","","-9.180,61"
"","","VISA","","Burguer King","","Compras > Jantares/Comida fora","03/10/2020","15:23","-56,70","BRL","","-9.075,62"
"","","VISA","","PITICAS PARK","","Presentes","03/10/2020","15:10","-74,80","BRL","","-9.018,92"
"","","VISA","","Padaria","","Compras > Panificadora","03/10/2020","14:44","-32,49","BRL","","-8.944,12"
"","","VISA","","IFOOD*BR               JUNDIAI       BR","","Compras > Jantares/Comida fora","02/10/2020","12:49","-83,29","BRL","","-8.911,63"
"","","VISA","","MC DONALDS  SDW        CRUZEIRO      BR","","Compras > Jantares/Comida fora","01/10/2020","13:06","-55,40","BRL","","-8.828,34"
"BB Poupança","280,00","BRL","","","","","","","","","",""
"","","BB Poupança","BB CORRENTE","Transferência para BB CORRENTE","","","03/11/2020","11:40","-200,00","BRL","","+280,00"
"","","BB Poupança","BB CORRENTE","Transferência para BB CORRENTE","","","30/10/2020","11:50","-200,00","BRL","","+480,00"
"","","BB Poupança","BB CORRENTE","Transferência para BB CORRENTE","","","19/10/2020","09:40","-50,00","BRL","","+680,00"
"","","BB Poupança","BB CORRENTE","Transferência para BB CORRENTE","","","15/10/2020","11:55","-270,00","BRL","","+730,00"
"","","BB Poupança","BB CORRENTE","Transferência de BB CORRENTE","","","06/10/2020","09:13","555,89","BRL","","+1.000,00"
"","","BB Poupança","BB CORRENTE","Transferência para BB CORRENTE","","","05/10/2020","09:10","-50,00","BRL","","+444,11"
"","","BB Poupança","BB CORRENTE","Transferência para BB CORRENTE","","","05/10/2020","09:10","-150,00","BRL","","+494,11"
"","","BB Poupança","","Juros","","Juros","02/10/2020","09:15","0,75","BRL","","+644,11"
"CEF Corrente","5.874,82","BRL","","","","","","","","","",""
"","","CEF Corrente","","DEB CESTA","","Tarifa de Banco","13/10/2020","18:05","-25,00","BRL","","+5.874,82"
"","","CEF Corrente","","Hipoteca","","Habitação > Hipoteca","13/10/2020","12:01","-1.214,33","BRL","","+5.899,82"
"","","CEF Corrente","","Cybelle","","Outros","08/10/2020","12:01","580,00","BRL","","+7.114,15"
